ID,Lieu,Latitude,Longitude,X,Y,Type,Arrondissement,Zone active
4HA01,Rue Saint Jacques / Place d'Armes,45.50472,-73.55792,300273.915870786,5040534.82582853,Intersection,Ville-Marie,x
4HA02,Rue Notre-Dames/ Place d'Armes,45.50486,-73.5566,300377.0765407,5040550.31057075,Intersection,Ville-Marie,x
4HA04,Rue Le Royer / boul. Saint-Laurent,45.50578,-73.55467,300527.963128528,5040652.44620446,Intersection,Ville-Marie,x
4HA05,Rue Saint-Suplice / rue de la Commune,45.50393,-73.55381,300595.027735717,5040446.80934621,Intersection,Ville-Marie,x
4HA06,Place Royale/rue de la Commune,45.50321,-73.55398,300581.68934737,5040366.80429712,Intersection,Ville-Marie,x
4HA07,Rue Saint-Paul / rue Saint-Pierre,45.50122,-73.55625,300404.143504764,5040145.77636307,Intersection,Ville-Marie,x
4HA08,Rue Saint-Antoine / rue Saint-Pierre,45.50316,-73.56053,300069.830128372,5040361.61261352,Intersection,Ville-Marie,x
4HA11,Boul. Saint-Laurent /rue de la Commune,45.50534,-73.55338,300628.734136382,5040603.48096526,Intersection,Ville-Marie,x
4VA01,Rue King / rue Wellington,45.49823,-73.55521,300485.189636474,5039813.43999611,Intersection,Ville-Marie,x
4VA02,Rue McGill / rue Saint-Maurice,45.50056,-73.55852,300226.692841966,5040072.55699376,Intersection,Ville-Marie,x
4VA03,Rue Saint-Jacques / rue McGill,45.50124,-73.56054,300068.887859713,5040148.24268741,Intersection,Ville-Marie,x
4VA04,Rue Saint-Antoine / rue du Square-Victoria,45.5014,-73.5621,299946.989896136,5040166.11662377,Intersection,Ville-Marie,x
4VA05,Avenue Viger / rue Square-Victoria,45.50208,-73.56324,299857.960315418,5040241.75484636,Intersection,Ville-Marie,x
4VA06,Avenue Viger / place Jean-Paul-Riopelle,45.50352,-73.56186,299965.926923878,5040401.69877333,Intersection,Ville-Marie,x
4VA07,Avenue Viger / rue Jeanne-Mance,45.50475,-73.56103,300030.891443273,5040538.33969091,Intersection,Ville-Marie,x
4VA08,Rue Saint-Antoine / rue Saint-André,45.51421,-73.55258,300691.893736882,5041589.16837392,Intersection,Ville-Marie,x
4VA09,Parc Champ de Mars,45.50932,-73.55443,300546.983863082,5041045.83572562,Intersection,Ville-Marie,x
4VA10,Avenue Viger / rue Saint-Urbain,45.50645,-73.55956,300145.902733735,5040727.17538625,Intersection,Ville-Marie,x
4VA11,Boul. Saint-Laurent / Rue Saint-Antoine,45.50692,-73.55712,300336.604707644,5040779.26826588,Intersection,Ville-Marie,x
4VA12,Rue Notre-Dame / rue Saint-Vincent,45.50754,-73.5545,300541.380023666,5040848.02696936,Intersection,Ville-Marie,x
4VA13,Rue Notre-Dame / Place Jacques Cartier,45.50841,-73.55403,300578.170774989,5040944.6857701,Intersection,Ville-Marie,x
4VA14,Rue le Royer / Place Jacques Cartier,45.50793,-73.55339,300628.144028577,5040891.30964396,Intersection,Ville-Marie,x
4VA15,Rue Notre-Dame / rue Gosford,45.50919,-73.55338,300629.018481987,5041031.33368194,Intersection,Ville-Marie,x
4VA16,Rue Saint-Antoine / rue Gosford,45.50989,-73.55491,300509.521240016,5041109.20570908,Intersection,Ville-Marie,x
4VA17,Rue Saint-Antoine / Avenue de l'Hôtel-de-Ville,45.50883,-73.55571,300446.930281167,5040991.45030229,Intersection,Ville-Marie,x
4VA18,Rue Berri / rue Notre-Dame  ,45.51126,-73.55175,300756.530881557,5041261.29073851,Intersection,Ville-Marie,x
4VA19,Rue Bonsecours / rue Notre-Dame,45.51004,-73.55245,300701.748073844,5041125.74683531,Intersection,Ville-Marie,x
4VA20,Rue Berri /rue de la Commune,45.51113,-73.55017,300879.974633466,5041246.76542267,Intersection,Ville-Marie,x
4VA21,Rue Saint-Hubert / rue de la Commune,45.51187,-73.54969,300917.530239899,5041328.97879426,Intersection,Ville-Marie,x
4VA22,Rue Bonsecours /rue de la Commune,45.50954,-73.55095,300818.9173604,5041070.10607794,Intersection,Ville-Marie,x
4VA23,Rue de la Commune / Marché Bonsecours,45.50884,-73.55132,300789.956946722,5040992.33305488,Intersection,Ville-Marie,x
4VA24,Rue Saint-Paul / rue Bonsecours,45.50894,-73.55191,300743.862699069,5041003.47574182,Intersection,Ville-Marie,x
